,x_count,x_mean,x_std,x_min,x_25%,x_50%,x_75%,x_max,x_median,x_variance,x_covariance,x_kurtosis,x_skewness,y_count,y_mean,y_std,y_min,y_25%,y_50%,y_75%,y_max,y_median,y_variance,y_covariance,y_kurtosis,y_skewness
A00005_open_2021Y04M20D18H11m,6000.0,-1.4917750000000027,4.028833343328932,-11.4,-3.9,-1.3,1.2,8.3,-1.3,16.231498108318984,-41.40140424246633,-0.4273391510368785,-0.21875846747009647,6000.0,-38.68230000000009,20.086943956303145,-78.6,-61.4,-27.4,-24.1,-13.9,-27.4,403.4853175036578,-41.40140424246633,-1.1067129107205627,-0.805101815573932
A00006_close_2021Y04M19D10H15m,6000.0,10.405941666666639,2.561946338516362,1.7,8.7,10.2,11.9,23.5,10.2,6.563569041437463,-3.495563663249433,0.6953311789338144,0.4200848592201606,6000.0,-45.61461666666654,8.06130394476833,-63.7,-51.9,-46.5,-39.4,-22.1,-46.5,64.9846212899372,-3.495563663249433,-0.30080724577490736,0.34081825100937124
A00006_close_2021Y04M20D14H37m,6000.0,-9.21248333333332,5.47405266581501,-28.0,-12.6,-8.9,-5.6,4.8,-8.9,29.965252588116538,54.01968855735215,0.4975535469362349,-0.3660885477756822,6000.0,-45.55683333333332,16.125566344352006,-93.5,-58.3,-46.97500000000001,-34.1,0.8,-46.97500000000001,260.0338899260988,54.01968855735215,0.19423202730703482,0.19115403185155813
A00006_close_2021Y04M21D10H31m,6000.0,3.2598333333333405,4.521366022393159,-9.7,0.29999999999999993,3.3,6.3,16.3,3.3,20.442750708451413,-2.884761794558355,0.18610209109294562,0.006386966820527781,6000.0,-51.4249499999999,7.562159257568411,-77.4,-55.4,-51.5,-47.2,-25.9,-51.5,57.186252636828364,-2.884761794558355,1.589802572309079,-0.19418313877122234
A00006_close_2021Y04M21D14H14m,6000.0,-1.574924999999995,4.3327128750334545,-13.9,-4.4,-1.6,1.4,9.2,-1.6,18.77240085748087,1.2472338330462478,0.09120290361270378,-0.13299932711741752,6000.0,-49.1696000000001,6.36518316830928,-65.9,-53.42499999999998,-49.4,-45.5,-28.6,-49.4,40.51555676612767,1.2472338330462478,0.22506329541763304,0.36151731549143573
A00006_close_2021Y04M23D10H11m,6000.0,3.677541666666669,3.1784435574527166,-3.9,1.4,3.3,5.9,12.2,3.3,10.102503447912618,0.48593520783556443,-0.35683419511625836,0.28718049878576946,6000.0,-44.07252500000016,4.9671464922300155,-57.8,-48.0,-43.72499999999999,-40.5,-27.2,-43.72499999999999,24.67254427527273,0.48593520783556443,-0.02926843060225126,0.10679441888369991
A00006_close_2021Y04M26D10H26m,6000.0,7.222266666666718,2.856389884259319,-0.2,5.1,7.0,9.3,16.3,7.0,8.158963170898852,2.897348658480116,-0.5061126886614375,0.16459572369879077,6000.0,-51.56121666666677,6.477439044432326,-71.8,-56.0,-50.650000000000006,-46.9,-33.6,-50.650000000000006,41.95721657433646,2.897348658480116,-0.12137495430133205,-0.3925728885107118
A00006_close_2021Y04M27D10H21m,6000.0,-9.42547500000006,5.690692073062839,-27.1,-13.1,-10.1,-5.975,11.0,-10.1,32.383976270420064,0.49432497874645753,0.7126730102200494,0.4432014613120595,6000.0,-58.869983333333394,7.11691218667907,-80.9,-63.5,-59.0,-55.0,-31.6,-59.0,50.65043907290103,0.49432497874645753,1.0502458123026512,0.3084188101711275
A00006_close_2021Y04M27D14H51m,6000.0,-10.601541666666611,5.013016838038324,-31.4,-12.8,-9.9,-7.5,5.8,-9.9,25.13033781845585,2.8056776512520614,1.9972273902091997,-0.8392881450660864,6000.0,-41.57315833333328,6.261922483025807,-59.4,-46.0,-41.5,-37.0,-17.5,-41.5,39.211673183424104,2.8056776512520614,0.6905479937490342,0.1844898306188805
A00006_open_2021Y04M19D10H14m,6000.0,8.709224999999986,2.9079204134647996,1.8,6.5,8.1,11.0,17.3,8.1,8.456001131044987,12.407173469096707,-0.6688593206198026,0.2978979667119191,6000.0,-43.095799999999834,8.689259831419545,-69.5,-50.0,-45.3,-35.9,-14.1,-45.3,75.50323641792153,12.407173469096707,-0.6557271493886425,0.33048185762235943
A00006_open_2021Y04M20D14H39m,6000.0,-9.250358333333333,6.034644759256183,-32.6,-11.5,-8.7,-5.2,4.3,-8.7,36.416937370418225,18.9766792367478,1.1863806837362167,-0.9142343802990937,6000.0,-34.29205833333317,12.624624000192382,-72.6,-40.9,-32.2,-25.6,-6.6,-32.2,159.38113114623275,18.9766792367478,0.6280399461071631,-0.8228936559219324
A00006_open_2021Y04M21D10H30m,6000.0,1.9384166666666744,3.791511229149994,-10.0,0.1,2.5,4.5,9.4,2.5,14.3755574007705,0.850011247013388,0.805451116888261,-0.9184990880720071,6000.0,-50.96677499999993,5.872482299456914,-69.2,-54.5,-51.2,-46.3,-36.0,-51.2,34.486048357434576,0.850011247013388,-0.2164233812449976,-0.17073460773903326
A00006_open_2021Y04M21D14H13m,6000.0,-1.2552416666666695,3.1266156131018303,-10.7,-3.0,-1.2999999999999998,1.0,6.9,-1.2999999999999998,9.7757251920922,0.9323030135346619,-0.08624936901573799,-0.23345899324924121,6000.0,-46.13109166666648,7.835660215022294,-70.5,-50.5,-45.9,-40.1,-27.6,-45.9,61.397571005283275,0.9323030135346619,0.4948257913946992,-0.6257220909048309
A00006_open_2021Y04M23D10H10m,6000.0,1.917324999999998,3.286456604650019,-14.9,0.2,1.9,3.6,16.5,1.9,10.800797014247744,3.0601085468179887,4.401169908455767,-0.5934889218130721,6000.0,-36.47244166666655,5.7629966741725696,-64.3,-40.4,-35.3,-32.4,-19.3,-35.3,33.2121306665231,3.0601085468179887,0.8990875324500633,-0.7891158636674783
A00006_open_2021Y04M26D10H27m,6000.0,4.416541666666662,2.6276748584474565,-5.7,2.7,4.7,6.3,10.5,4.7,6.904675161716767,-0.9722495861578778,0.43878003253187803,-0.5666980920050496,6000.0,-40.21554166666669,4.983720788379341,-53.3,-43.2,-40.9,-37.4,-21.3,-40.9,24.837472896524428,-0.9722495861578778,0.8084569832145472,0.5095546906522369
A00006_open_2021Y04M27D10H19m,6000.0,-12.221499999999978,4.37200175166395,-24.6,-15.3,-12.2,-9.6,0.3,-12.2,19.114399316552756,2.6182181821970323,-0.13800990590488826,0.15498474433178244,6000.0,-56.92379166666663,5.472856405278912,-71.4,-60.6,-56.8,-53.2,-35.6,-56.8,29.952157232802673,2.6182181821970323,1.0212547903691807,0.37715775464145884
A00006_open_2021Y04M27D14H50m,6000.0,-13.508241666666656,4.247906362141967,-26.7,-16.1,-13.1,-10.5,-1.8,-13.1,18.044708461525996,0.1854181021836968,0.1620237035768186,-0.45827571332464406,6000.0,-34.081566666666674,6.732212036132417,-53.2,-39.062500000000014,-33.2,-28.6,-20.1,-33.2,45.32267889944622,0.1854181021836968,-0.45194705970329485,-0.33283192529844646
A00007_close_2021Y04M15D14H22m,6000.0,16.87745833333334,3.38601079751601,7.1,14.5,16.6,19.112500000000004,27.7,16.6,11.465069120895144,10.135117955075849,0.18170622194367203,0.30563299900118135,6000.0,-38.68821666666654,7.758427514695737,-57.3,-43.7,-36.3,-32.3,-26.7,-36.3,60.19319750078718,10.135117955075849,-0.4497661142987628,-0.7746439144317327
A00007_close_2021Y04M16D14H13m,6000.0,-10.743124999999969,1.690397670305205,-17.5,-11.7,-10.7,-9.6,-5.7,-10.7,2.8574442837733316,2.5449394612611957,0.7718206282398108,-0.39987452692505104,6000.0,-37.512091666666585,3.6586655391633034,-48.1,-39.6,-37.4,-35.19999999999999,-29.5,-37.4,13.385833527460877,2.5449394612611957,-0.0967012789237689,-0.2752037246427095
A00007_close_2021Y04M19D14H51m,6000.0,-5.420608333333334,2.6644440802864198,-12.0,-7.8,-4.9,-3.2,0.1,-4.9,7.099262256973383,3.4007389119714424,-1.0451327178629053,-0.2579549999868991,6000.0,-31.315141666666644,3.7929547274112307,-42.8,-33.7,-32.1,-29.1,-20.3,-32.1,14.38650556419125,3.4007389119714424,0.24432032728103614,0.40543086825344515
A00007_close_2021Y04M20D14H14m,6000.0,4.1850666666666845,3.4673172602942115,-3.2,1.199999999999991,4.4,6.954166666666663,12.3,4.4,12.022288983534295,1.1412079528069492,-0.9597892569336777,-0.07460085328360302,6000.0,-49.396758333333466,3.349719480050513,-58.8,-51.3,-49.0,-47.0,-42.8,-49.0,11.220620595029724,1.1412079528069492,-0.2167723612110164,-0.5217146901190352
A00007_close_2021Y04M20D18H17m,6000.0,0.7918916666666639,1.1406829414255972,-7.099999999999999,0.0,0.7,1.5,3.8,0.7,1.3011575728593658,-0.30165716179548513,0.2902096191529311,-0.006565978256993736,6000.0,-35.14151666666657,3.626918345191679,-42.5,-37.6,-35.2,-32.5,-24.9,-35.2,13.154536682687862,-0.30165716179548513,-0.3393770837212724,0.17231230450941512
A00007_close_2021Y04M22D14H06m,6000.0,7.599633333333344,3.267431004273049,0.0,5.0,7.5,10.4,14.5,7.5,10.676105367684743,6.071594548844562,-0.922456108432455,-0.1770517357123852,6000.0,-26.79518333333317,5.02033345152555,-41.7,-30.5,-26.2,-22.9,-17.1,-26.2,25.203747964506437,6.071594548844562,-0.40136127672714483,-0.4099140999976405
A00007_close_2021Y04M26D10H35m,6000.0,8.891499999999995,2.4957999910900854,0.8000000000000007,6.8,8.9,11.0,13.8,8.9,6.229017595525176,1.853059091330036,-0.9213801280714491,-0.14855001859764833,6000.0,-30.97148333333334,3.6547017865913394,-42.6,-32.9,-30.8,-28.6,-21.7,-30.8,13.3568451489137,1.853059091330036,0.4972319717785876,-0.4920582736466791
A00007_close_2021Y04M26D15H02m,6000.0,21.86530833333328,2.9483990974260124,14.9,19.3,22.0,24.2,29.1,22.0,8.693057237702494,-2.8280385297233903,-0.759811485411233,-0.08758025749569273,6000.0,-34.44489166666648,3.9396332791690742,-43.0,-37.5,-35.2,-31.7,-22.7,-35.2,15.520710374336373,-2.8280385297233903,-0.22118175031236165,0.6281092936219257
A00007_open_2021Y04M15D14H21m,6000.0,-0.5684166666666673,1.8879107438186067,-8.7,-1.4,-0.3,0.6,5.5,-0.3,3.564206976625735,6.118895573567818,1.4436370599151056,-0.8105738887530718,6000.0,-50.40007499999997,6.02755644684805,-68.1,-53.9,-49.3,-46.3,-37.9,-49.3,36.33143671993943,6.118895573567818,0.19673691984736807,-0.7457407973912444
A00007_open_2021Y04M16D14H14m,6000.0,-12.686083333333377,1.7811930883885574,-18.4,-14.1,-12.8,-11.4,-7.9,-12.8,3.172648818123128,-1.579035211953316,-0.7423875908805058,0.3079117281049543,6000.0,-38.28253333333319,5.704604837336122,-48.6,-41.9,-38.900000000000006,-36.5,-17.5,-38.900000000000006,32.54251635015887,-1.579035211953316,1.8783877085571516,1.216684394583745
A00007_open_2021Y04M19D14H50m,6000.0,-2.882208333333341,2.4008056671124205,-8.6,-4.7,-2.9,-1.2,4.5,-2.9,5.7638678512390955,0.4792149893037739,-0.4586686652266536,0.02733959549779335,6000.0,-23.539983333333293,4.544848432485701,-34.0,-27.5,-23.5,-20.3,-10.2,-23.5,20.65564727426794,0.4792149893037739,-0.29245694224225627,0.25657579813131215
A00007_open_2021Y04M20D14H16m,6000.0,4.6654333333333335,1.669090354478759,-0.5,3.7,4.5,5.5,10.7,4.5,2.7858626114140703,1.496880834173421,0.4604562978161688,0.33164452099999053,6000.0,-43.55462499999996,3.033026919260404,-54.0,-45.6,-43.0,-41.3,-36.2,-43.0,9.19925229295822,1.496880834173421,0.06660336277474377,-0.587436455634444
A00007_open_2021Y04M20D18H19m,6000.0,3.5549333333333233,2.0485008936672515,-5.8,1.9,3.5,5.2,10.0,3.5,4.196355911355594,-1.5869901055731515,0.8249740970573751,-0.24826613083378768,6000.0,-43.02140000000002,3.1430921689784244,-50.6,-45.5,-43.1,-40.8,-36.1,-43.1,9.87902838269342,-1.5869901055731515,-0.7782184497119076,0.03602717889871909
A00007_open_2021Y04M22D14H08m,6000.0,6.51930833333337,1.3853916210317045,-2.2,5.6,6.4,7.3,11.8,6.4,1.9193099436248642,-0.9599861346103986,1.3606380297116933,0.5362670222908601,6000.0,-34.088624999999986,2.827786851587328,-43.5,-35.7,-33.6,-32.2,-26.4,-33.6,7.996378478010226,-0.9599861346103986,0.23441208500964628,-0.6267875901656548
A00007_open_2021Y04M26D10H36m,6000.0,3.7528999999999724,2.055839854547914,-2.0,2.3,4.1,5.2,8.0,4.1,4.226477507547556,-5.811739205052693,-0.5120995793835887,-0.39075662325516336,6000.0,-42.34088333333338,5.1637049804507535,-58.0,-45.9,-42.7,-38.6,-31.6,-42.7,26.663849125131957,-5.811739205052693,-0.213756899484018,-0.09613883572992478
A00007_open_2021Y04M26D15H03m,6000.0,10.090666666666671,2.448992518965385,4.7,7.9,10.7,12.1,14.9,10.7,5.99756435794855,-5.46606687596081,-1.0772804856611293,-0.3671517120045384,6000.0,-49.18750833333332,2.8804947057560404,-57.2,-51.3,-49.8,-46.6,-43.2,-49.8,8.297249749888872,-5.46606687596081,-0.7873725865102683,0.18672781653501802
A00008_close_2021Y02M15D10H04m,6000.0,2.1412916666666737,2.8843019573594577,-7.1,0.2,1.9,3.7,13.4,1.9,8.319197781227423,2.9904360935155867,0.8662225675596873,0.42958855772701704,6000.0,-7.529499999999976,5.043473847194397,-18.6,-11.6,-8.1,-3.4,4.7,-8.1,25.436628447333824,2.9904360935155867,-0.9280357093269758,0.1852356331924113
A00008_close_2021Y02M15D18H29m,6000.0,-6.608341666666527,3.426112672004668,-15.9,-9.1,-6.5,-4.1,4.2,-6.5,11.738248041270772,6.925379558051347,-0.10559310715950909,0.0012814886563701818,6000.0,4.814375000000046,8.135775096168977,-12.9,-3.0,8.1,11.2,20.7,8.1,66.19083641544422,6.925379558051347,-0.9980996891996519,-0.5921088421353276
A00008_close_2021Y02M16D18H29m,6000.0,10.426599999999999,3.4979530994541665,-1.2999999999999998,8.3,10.6,12.9,19.3,10.6,12.235675885980992,-0.021547062843808674,-0.17712887404097044,-0.24324289156537027,6000.0,-20.95082499999998,5.348807159144226,-32.2,-24.4,-21.8,-18.3,0.0,-21.8,28.60973802571261,-0.021547062843808674,2.444149946547232,1.2232683667403388
A00008_close_2021Y02M17D10H07m,6000.0,1.8815416666666727,2.6351422230472736,-5.9,0.0,1.8,3.7,9.1,1.8,6.943974535686505,-2.3595413336250473,-0.19746593461998296,0.07901392879923037,6000.0,-27.756058333333176,5.723014796677654,-44.9,-32.1,-27.8,-23.4,-14.7,-27.8,32.752898362991054,-2.3595413336250473,-0.47366169298069005,-0.18036244930349066
A00008_close_2021Y02M17D18H14m,6000.0,3.462708333333337,6.049050814044182,-12.7,-1.1,4.4,7.1,18.9,4.4,36.59101575088903,-23.933584302244817,-0.21876569187511263,-0.2149309721628355,6000.0,2.3447833333333454,7.528668292650804,-11.6,-4.0,1.95,8.1,23.4,1.95,56.68084626076572,-23.933584302244817,-0.7879428613673176,0.255846638426897
A00008_close_2021Y02M18D10H35m,6000.0,-6.2249333333333405,4.6254512351492405,-16.8,-9.5,-6.8,-2.4,5.7,-6.8,21.394799128743685,1.890284261821416,-0.7073298944429918,0.084053779579239,6000.0,-21.63196666666663,7.569942787400904,-40.5,-27.1,-22.6,-16.2,-2.5,-22.6,57.30403380452297,1.890284261821416,-0.5342047971032211,0.23448987097811078
A00008_close_2021Y02M18D18H23m,6000.0,-0.7339583333333326,3.5248566898591,-7.9,-3.4,-0.4,1.7,9.5,-0.4,12.424614684044567,11.782498399038733,-0.5356097503948045,0.09584833551998108,6000.0,-20.92078333333328,7.257844774553744,-37.2,-26.0,-22.2,-16.8,0.5,-22.2,52.67631077151748,11.782498399038733,0.20528884101135692,0.7080246549107356
A00008_close_2021Y04M28D14H11m,6000.0,15.357616666666667,4.736609628051903,5.3,11.9,14.4,19.3,26.4,14.4,22.435470768554023,-11.606918630558798,-0.6582346844075162,0.41315359991872946,6000.0,-9.688308333333346,7.384229795857244,-22.8,-14.625,-11.0,-6.4,13.4,-11.0,54.52684967802506,-11.606918630558798,0.37854083739457467,0.8696222097124071
A00008_open_2021Y02M15D10H06m,6000.0,-4.423158333333325,3.6484551725063246,-12.3,-7.124999999999999,-4.6,-1.7,5.0,-4.6,13.31122514578819,10.082476986303272,-0.6849511572290314,0.1497137973168678,6000.0,-0.8424833333333354,11.614031719799979,-26.2,-10.2,-3.2,10.724999999999998,22.6,-3.2,134.8857327885203,10.082476986303272,-1.2179263489913281,0.1331404420918069
A00008_open_2021Y02M15D18H28m,6000.0,-0.8444916666666683,3.3220675435223157,-10.4,-3.5,-0.9,1.8,8.5,-0.9,11.036132763724513,-7.92805468182197,-0.5364669963900988,0.06298708498329621,6000.0,24.88222500000015,4.611717408473509,13.6,21.6,25.3,28.2,39.0,25.3,21.267937455617602,-7.92805468182197,-0.33023122417570194,-0.2008060238127327
A00008_open_2021Y02M16D18H28m,6000.0,13.544916666666689,2.9410627276632777,4.2,11.4,13.6,15.7,21.3,13.6,8.649849968050228,-4.423007356781686,-0.40567637643664956,-0.03909480825972915,6000.0,-10.871266666666699,3.737014330751251,-20.1,-13.9,-10.8,-8.2,-0.9,-10.8,13.965276108240253,-4.423007356781686,-0.500098094122857,0.06365702413840232
A00008_open_2021Y02M17D10H08m,6000.0,14.87380833333334,3.1906475756376595,7.0,12.4,14.6,17.1,23.7,14.6,10.18023195192254,-4.469833901969773,-0.4045945861668101,0.2952771523396922,6000.0,-0.08424166666667125,4.699627627969119,-10.8,-3.7,-0.4,3.9,9.8,-0.4,22.086499841570816,-4.469833901969773,-0.9435728800598189,0.00019242927747342074
A00008_open_2021Y02M17D18H16m,6000.0,-9.408266666666671,5.473296187619944,-20.4,-13.8,-10.0,-6.3,5.0,-10.0,29.956971157415133,-11.035120074456863,-0.5726075360598086,0.4036033478695691,6000.0,-24.920016666666523,10.267042402415825,-44.3,-33.3,-26.2,-16.475,-2.6,-26.2,105.4121596930044,-11.035120074456863,-0.9543999398578698,0.16234895620448883
A00008_open_2021Y02M18D10H33m,6000.0,2.9613416666666703,2.950381343986404,-5.9,0.9,2.7,5.1,13.0,2.7,8.70475007494305,2.152072210229482,-0.34482596509388674,0.13683279924880729,6000.0,12.13488333333338,4.718001756727608,2.2,8.1,11.6,15.9,23.7,11.6,22.259540576484977,2.152072210229482,-0.9624308334414993,0.2273233402114353
A00008_open_2021Y02M18D18H22m,6000.0,6.53906666666666,3.728540370945704,-3.1,4.1,6.2,9.0,16.8,6.2,13.90201329777185,15.473448075790406,-0.45826502170734207,0.20182934322791352,6000.0,-12.240891666666696,8.35738207180409,-30.3,-19.1,-10.2,-5.9,2.2,-10.2,69.84583509411287,15.473448075790406,-0.8851202043449771,-0.43763984936024114
A00008_open_2021Y02M19D10H38m,6000.0,8.7637,2.443613277704807,3.1,7.1,8.9,10.6,14.9,8.9,5.971245850975166,-3.50918742373729,-0.6748569988785245,-0.1326397923554803,6000.0,-17.398475000000005,4.73020909376322,-28.7,-20.5,-17.3,-14.0,-6.7,-17.3,22.374878070720122,-3.50918742373729,-0.5151458691295101,-0.23173003765176814
